         16155665 function calls (14811753 primitive calls) in 120.086 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
6746/6674    0.025    0.000    0.063    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/pandas/core/generic.py:6301(__setattr__)
       12    0.000    0.000    0.063    0.005 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/pandas/core/reshape/merge.py:882(get_result)
    12541    0.048    0.000    0.063    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/fiona/model.py:195(__init__)
19721/3945    0.038    0.000    0.060    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/shapely/geometry/geo.py:16(_is_coordinates_empty)
      124    0.000    0.000    0.060    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/geopandas/base.py:2483(distance)
19377/7522    0.017    0.000    0.056    0.000 {built-in method builtins.all}
2564/2421    0.012    0.000    0.056    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/pandas/core/generic.py:6284(__getattr__)
     8000    0.053    0.000    0.056    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/pandas/core/dtypes/cast.py:551(maybe_promote)
       26    0.002    0.000    0.055    0.002 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/pandas/core/internals/construction.py:96(arrays_to_mgr)
        1    0.054    0.054    0.054    0.054 {method 'connect' of '_socket.socket' objects}
       12    0.001    0.000    0.053    0.004 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/pandas/core/reshape/merge.py:825(_reindex_and_concat)
    27166    0.030    0.000    0.053    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/numpy/core/numerictypes.py:283(issubclass_)
     7263    0.053    0.000    0.053    0.000 {method 'reduce' of 'numpy.ufunc' objects}
      109    0.001    0.000    0.052    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/geopandas/geodataframe.py:38(_ensure_geometry)
        5    0.000    0.000    0.052    0.010 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/pandas/core/internals/construction.py:506(nested_data_to_arrays)
        5    0.000    0.000    0.052    0.010 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/pandas/core/internals/construction.py:793(to_arrays)
        1    0.000    0.000    0.052    0.052 /Users/saeidzolfaghari/PycharmProjects/Automatic_Scenario_creation/model_extraction/features_collection/features/year_of_construction.py:17(run)
        5    0.000    0.000    0.052    0.010 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/geopandas/geodataframe.py:1251(set_crs)
       31    0.001    0.000    0.050    0.002 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/pandas/core/generic.py:4796(_drop_axis)
2568/2529    0.002    0.000    0.050    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/pandas/core/dtypes/missing.py:101(isna)
      115    0.001    0.000    0.049    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/pandas/core/frame.py:4514(_set_item)
    13636    0.006    0.000    0.049    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/json/encoder.py:414(_iterencode)
       30    0.000    0.000    0.049    0.002 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/pandas/core/frame.py:5433(drop)
       30    0.000    0.000    0.049    0.002 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/pandas/core/generic.py:4757(drop)
      524    0.004    0.000    0.048    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/geopandas/geodataframe.py:1612(_constructor_from_mgr)
2568/2529    0.007    0.000    0.048    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/pandas/core/dtypes/missing.py:184(_isna)
89094/75962    0.036    0.000    0.048    0.000 {built-in method builtins.len}
     1938    0.004    0.000    0.048    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/shapely/geometry/base.py:220(coords)
      441    0.006    0.000    0.047    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/pandas/core/internals/managers.py:317(apply)
      148    0.001    0.000    0.046    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/geopandas/geodataframe.py:405(crs)
     4071    0.046    0.000    0.046    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/fiona/collection.py:277(driver)
       17    0.001    0.000    0.046    0.003 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/geopandas/geoseries.py:1096(to_crs)
    24445    0.029    0.000    0.045    0.000 <frozen _collections_abc>:823(items)
        1    0.001    0.001    0.045    0.045 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/pandas/core/groupby/groupby.py:1780(apply)
  272/270    0.006    0.000    0.044    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/pandas/core/indexes/base.py:475(__new__)
      301    0.005    0.000    0.044    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/geopandas/array.py:1051(take)
      545    0.006    0.000    0.043    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/pandas/core/ops/array_ops.py:288(comparison_op)
        1    0.000    0.000    0.043    0.043 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/fiona/collection.py:1(<module>)
39825/13636    0.022    0.000    0.043    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/json/encoder.py:334(_iterencode_dict)
        5    0.000    0.000    0.042    0.008 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/geopandas/geoseries.py:998(set_crs)
       15    0.001    0.000    0.042    0.003 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/pandas/core/frame.py:5993(set_index)
      6/2    0.000    0.000    0.042    0.021 <frozen importlib._bootstrap_external>:1295(exec_module)
      6/2    0.003    0.001    0.042    0.021 {built-in method _imp.exec_dynamic}
        4    0.000    0.000    0.041    0.010 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/geopandas/geodataframe.py:490(from_dict)
      203    0.003    0.000    0.041    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/pandas/core/internals/managers.py:1782(_consolidate_inplace)
       18    0.000    0.000    0.041    0.002 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/geopandas/base.py:1808(intersects)
        1    0.000    0.000    0.041    0.041 /Users/saeidzolfaghari/PycharmProjects/Automatic_Scenario_creation/model_extraction/features_collection/features/year_of_construction.py:55(_assign_years)
        1    0.000    0.000    0.040    0.040 /Users/saeidzolfaghari/PycharmProjects/Automatic_Scenario_creation/model_extraction/preparation/read_data/census_selector.py:43(save_selected_sections)
       28    0.000    0.000    0.040    0.001 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/geopandas/array.py:143(from_shapely)
       17    0.000    0.000    0.040    0.002 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/geopandas/array.py:785(to_crs)
        1    0.000    0.000    0.040    0.040 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/pandas/core/groupby/groupby.py:1850(_python_apply_general)
       39    0.026    0.001    0.039    0.001 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/fiona/env.py:309(defenv)
      100    0.008    0.000    0.039    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/pandas/core/internals/managers.py:708(_slice_take_blocks_ax0)
   178733    0.039    0.000    0.039    0.000 {built-in method posix.fspath}
      827    0.001    0.000    0.039    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/pandas/core/series.py:789(values)
      583    0.004    0.000    0.039    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/shapely/geometry/base.py:200(__eq__)
       65    0.002    0.000    0.039    0.001 /Users/saeidzolfaghari/PycharmProjects/Automatic_Scenario_creation/config/config.py:10(load_config)
        4    0.001    0.000    0.038    0.010 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/osmnx/utils_geo.py:302(_quadrat_cut_geometry)
      407    0.001    0.000    0.038    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/geopandas/base.py:139(crs)
        7    0.000    0.000    0.038    0.005 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/geopandas/io/file.py:665(infer_schema)
     5007    0.006    0.000    0.038    0.000 {method 'any' of 'numpy.ndarray' objects}
        3    0.000    0.000    0.037    0.012 /Users/saeidzolfaghari/PycharmProjects/Automatic_Scenario_creation/model_extraction/data_manager/osm_check.py:5(__init__)
       21    0.001    0.000    0.036    0.002 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/pandas/core/internals/construction.py:423(dict_to_mgr)
       53    0.002    0.000    0.036    0.001 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/pandas/core/internals/managers.py:1347(insert)
        8    0.001    0.000    0.036    0.005 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/pandas/core/frame.py:6538(dropna)
        3    0.000    0.000    0.036    0.012 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/pandas/core/frame.py:6731(drop_duplicates)
      124    0.001    0.000    0.035    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/geopandas/array.py:691(distance)
      115    0.001    0.000    0.035    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/pandas/core/frame.py:4481(_set_item_mgr)
      799    0.005    0.000    0.035    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/pandas/core/frame.py:4608(_box_col_values)
        7    0.001    0.000    0.035    0.005 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/geopandas/io/file.py:716(_geometry_types)
     1626    0.010    0.000    0.034    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/pandas/core/internals/managers.py:1863(from_array)
       14    0.001    0.000    0.034    0.002 /Users/saeidzolfaghari/PycharmProjects/Automatic_Scenario_creation/model_extraction/features_collection/features/year_of_construction.py:74(_calculate_group_year)
       24    0.001    0.000    0.034    0.001 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/geopandas/geodataframe.py:24(_geodataframe_constructor_with_fallback)
      124    0.000    0.000    0.033    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/geopandas/_vectorized.py:980(distance)
        3    0.000    0.000    0.033    0.011 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/geopandas/geodataframe.py:1569(apply)
      138    0.001    0.000    0.032    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/pandas/core/series.py:6123(_logical_method)
    14713    0.032    0.000    0.032    0.000 {built-in method numpy.empty}
       14    0.000    0.000    0.032    0.002 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/pandas/core/reshape/concat.py:157(concat)
       18    0.000    0.000    0.032    0.002 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/geopandas/array.py:631(intersects)
     5047    0.003    0.000    0.031    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/numpy/core/_methods.py:55(_any)
       18    0.000    0.000    0.031    0.002 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/geopandas/_vectorized.py:862(intersects)
       60    0.002    0.000    0.031    0.001 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/pandas/core/internals/managers.py:2259(_consolidate)
    18536    0.013    0.000    0.031    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/pandas/core/dtypes/generic.py:42(_instancecheck)
      208    0.001    0.000    0.031    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/pandas/core/indexing.py:2632(check_bool_indexer)
        3    0.000    0.000    0.031    0.010 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/pandas/core/frame.py:10170(apply)
        3    0.000    0.000    0.031    0.010 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/pandas/core/apply.py:864(apply)
        3    0.000    0.000    0.031    0.010 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/pandas/core/apply.py:1061(apply_standard)
      393    0.001    0.000    0.031    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/pandas/core/series.py:6519(sum)
      394    0.001    0.000    0.031    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/pandas/core/generic.py:12498(sum)
       14    0.001    0.000    0.030    0.002 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/pandas/core/reshape/concat.py:622(get_result)
      778    0.003    0.000    0.030    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/geopandas/array.py:277(__init__)
        3    0.000    0.000    0.030    0.010 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/pandas/core/frame.py:6828(duplicated)
    50372    0.030    0.000    0.030    0.000 {built-in method builtins.issubclass}
      667    0.004    0.000    0.030    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/pandas/core/algorithms.py:1131(take)
       18    0.001    0.000    0.030    0.002 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/pandas/core/indexing.py:882(__setitem__)
        3    0.000    0.000    0.030    0.010 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/pandas/core/series.py:2528(duplicated)
     2499    0.022    0.000    0.030    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/pandas/core/generic.py:6236(__finalize__)
      394    0.002    0.000    0.030    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/pandas/core/generic.py:12459(_min_count_stat_function)
        4    0.001    0.000    0.030    0.007 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/pandas/core/frame.py:1805(from_dict)
       28    0.000    0.000    0.029    0.001 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/shapely/ops.py:478(split)
17831/9882    0.012    0.000    0.029    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/json/encoder.py:278(_iterencode_list)
